pathway,from_region,to_region,from_country,to_country,max_flow,max_counter_flow,voltage,distance,year_planned,source_1,source_2,assumptions,other_notes
TRNBHRXXSAUXX,BHRXX,SAUXX,BHR,SAU,0,0,-,-,-,https://reglobal.org/saudi-arabia-strengthens-transmission-ties-with-neighbours/,-,-,-
TRNBIHXXHRVXX,BIHXX,HRVXX,BIH,HRV,298,644,-,-,2040,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNBIHXXMNEXX,BIHXX,MNEXX,BIH,MNE,0,0,-,-,-,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNBIHXXSRBXX,BIHXX,SRBXX,BIH,SRB,850,700,-,-,2030,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNBIHXXSRBXX,BIHXX,SRBXX,BIH,SRB,500,500,-,-,2040,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNBIHXXSRBXX,BIHXX,SRBXX,BIH,SRB,2310,1200,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,"The EMBER dataset includes a column with expected 2040 capacities + projects in permitting, planning and under consideration. We assume that these capacities are commissioned by 2045.",-
TRNBLRXXLTUXX,BLRXX,LTUXX,BLR,LTU,0,0,-,-,-,https://www.entsoe.eu/data/map/,-,-,-
TRNBLRXXLVAXX,BLRXX,LVAXX,BLR,LVA,0,0,-,-,-,https://www.entsoe.eu/data/map/,-,-,-
TRNBLRXXPOLXX,BLRXX,POLXX,BLR,POL,0,0,-,-,-,https://www.entsoe.eu/data/map/,-,-,Historically BLR and POL have a number of AC tie-lines but these are not operational as of 2024.
TRNBLRXXRUSCE,BLRXX,RUSCE,BLR,RUS,0,0,-,-,-,https://www.entsoe.eu/data/map/,-,-,ENTSOE map shows no new (known) concrete transmission projects as of now between Belarus and Russia.
TRNBLRXXRUSNW,BLRXX,RUSNW,BLR,RUS,0,0,-,-,-,https://www.entsoe.eu/data/map/,-,-,ENTSOE map shows no new (known) concrete transmission projects as of now between Belarus and Russia.
TRNBLRXXUKRXX,BLRXX,UKRXX,BLR,UKR,0,0,-,-,-,https://www.scientificamerican.com/article/how-ukraine-unplugged-from-russia-and-joined-europes-power-grid-with-unprecedented-speed/,-,UKR historically was connected with BLR and RUS but disconnected early 2022 so existing and planned capacities are set to 0.,-
TRNBLZXXGTMXX,BLZXX,GTMXX,BLZ,GTM,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNBLZXXMEXXX,BLZXX,MEXXX,BLZ,MEX,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNBOLXXBRACW,BOLXX,BRACW,BOL,BRA,0,0,500,284,-,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,An interconnection between Bolivia and Brazil is currently being studied yet the project is in an early stage and as of yet no data on transmission capacity can be found (only proposed voltage and length of the proposed pathway).,-
TRNBOLXXBRAWE,BOLXX,BRAWE,BOL,BRA,0,0,-,-,-,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-,-
TRNBOLXXCHLXX,BOLXX,CHLXX,BOL,CHL,150,150,220,194,-,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-,-
TRNBOLXXPERXX,BOLXX,PERXX,BOL,PER,150,150,230,278,-,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,It is assumed that the planned interconnector would have the higher voltage (230 kV) compared to the possible lower value (220 kV).,-
TRNBOLXXPRYXX,BOLXX,PRYXX,BOL,PRY,0,0,220,400,-,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-,-
TRNBRACNBRACW,BRACN,BRACW,BRA,BRA,4231,4231,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,"Existing and planned capacities between Brazilian provinces are extracted from Deng et al., 2022, filtered and aggregated to inter-regional level following the representation as used in the OSeMOSYS Global model.",-
TRNBRACNBRANE,BRACN,BRANE,BRA,BRA,1557,1557,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,"Existing and planned capacities between Brazilian provinces are extracted from Deng et al., 2022, filtered and aggregated to inter-regional level following the representation as used in the OSeMOSYS Global model.",-
TRNBRACNBRANW,BRACN,BRANW,BRA,BRA,694,694,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,"Existing and planned capacities between Brazilian provinces are extracted from Deng et al., 2022, filtered and aggregated to inter-regional level following the representation as used in the OSeMOSYS Global model.",-
TRNBRACNBRASE,BRACN,BRASE,BRA,BRA,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,"Existing and planned capacities between Brazilian provinces are extracted from Deng et al., 2022, filtered and aggregated to inter-regional level following the representation as used in the OSeMOSYS Global model.",-
TRNBRACNGUYXX,BRACN,GUYXX,BRA,GUY,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-
TRNBRACNSURXX,BRACN,SURXX,BRA,SUR,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-
TRNBRACWBRANE,BRACW,BRANE,BRA,BRA,926,926,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,"Existing and planned capacities between Brazilian provinces are extracted from Deng et al., 2022, filtered and aggregated to inter-regional level following the representation as used in the OSeMOSYS Global model.",-
TRNBRACWBRANW,BRACW,BRANW,BRA,BRA,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,"Existing and planned capacities between Brazilian provinces are extracted from Deng et al., 2022, filtered and aggregated to inter-regional level following the representation as used in the OSeMOSYS Global model.",-
TRNBRACWBRASE,BRACW,BRASE,BRA,BRA,847,847,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,"Existing and planned capacities between Brazilian provinces are extracted from Deng et al., 2022, filtered and aggregated to inter-regional level following the representation as used in the OSeMOSYS Global model.",-
TRNBRACWBRASO,BRACW,BRASO,BRA,BRA,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,"Existing and planned capacities between Brazilian provinces are extracted from Deng et al., 2022, filtered and aggregated to inter-regional level following the representation as used in the OSeMOSYS Global model.",-
TRNBRACWBRAWE,BRACW,BRAWE,BRA,BRA,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,"Existing and planned capacities between Brazilian provinces are extracted from Deng et al., 2022, filtered and aggregated to inter-regional level following the representation as used in the OSeMOSYS Global model.",-
TRNBRACWPRYXX,BRACW,PRYXX,BRA,PRY,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-
TRNBRANEBRASE,BRANE,BRASE,BRA,BRA,4376,4376,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,"Existing and planned capacities between Brazilian provinces are extracted from Deng et al., 2022, filtered and aggregated to inter-regional level following the representation as used in the OSeMOSYS Global model.",-
TRNBRANWBRAWE,BRANW,BRAWE,BRA,BRA,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,"Existing and planned capacities between Brazilian provinces are extracted from Deng et al., 2022, filtered and aggregated to inter-regional level following the representation as used in the OSeMOSYS Global model.",-
TRNBRANWCOLXX,BRANW,COLXX,BRA,COL,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-
TRNBRANWGUFXX,BRANW,GUFXX,BRA,GUF,0,0,230,565,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,"An interconnection between BRA and GUF is currently being studied as part of the 'Arco Norte' project, yet it is in an early stage and as of yet no data on transmission capacity can be found (only proposed voltage and length of the proposed pathway).",-
TRNBRANWGUYXX,BRANW,GUYXX,BRA,GUY,0,0,500;500,400;400,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,"An interconnection between BRA and GUY is currently being studied as part of the 'Arco Norte' project, yet it is in an early stage and as of yet no data on transmission capacity can be found (only proposed voltage and length of the proposed pathway).",-
TRNBRANWPERXX,BRANW,PERXX,BRA,PER,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-
TRNBRANWSURXX,BRANW,SURXX,BRA,SUR,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-
TRNBRANWVENXX,BRANW,VENXX,BRA,VEN,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-
TRNBRASEBRASO,BRASE,BRASO,BRA,BRA,2188,2188,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,"Existing and planned capacities between Brazilian provinces are extracted from Deng et al., 2022, filtered and aggregated to inter-regional level following the representation as used in the OSeMOSYS Global model.",-
TRNBRASEBRAWE,BRASE,BRAWE,BRA,BRA,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,"Existing and planned capacities between Brazilian provinces are extracted from Deng et al., 2022, filtered and aggregated to inter-regional level following the representation as used in the OSeMOSYS Global model.",-
TRNBRASOPRYXX,BRASO,PRYXX,BRA,PRY,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-
TRNBRASOURYXX,BRASO,URYXX,BRA,URY,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-
TRNBRAWEPERXX,BRAWE,PERXX,BRA,PER,0,0,-,-,-,https://www.nature.com/articles/s41597-023-01992-9,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-
TRNBRNXXMYSSK,BRNXX,MYSSK,BRN,MYS,0,0,-,-,-,https://bimp-eaga.asia/article/energy-ministers-push-expansion-asean-power-grid-and-trans-asean-gas-pipeline,https://asean.org/joint-statement-of-brunei-darussalam-indonesia-malaysia-and-the-philippines-power-integration-project-bimp-pip/,-,"In September 2023 the BIMP countries (Brunei Darussalam, Indonesia, Malaysia and the Philippines) agreed on launching a pilot project to study cross-border power trade amongst themselves as part of the ASEAN power grid developments. However, as of yet no concrete plans exist for specific transmission projects between BRN and MYS."
TRNBTNXXCHNTI,BTNXX,CHNTI,BTN,CHN,0,0,-,-,-,https://cea.nic.in/wp-content/uploads/page/2020/12/ntgmp_volII.pdf,-,-,No mentioning of planned electricity trade initiatives between both countries in 2020 and 2030 transmission development plan.
TRNBTNXXINDEA,BTNXX,INDEA,BTN,IND,2220,0,-,-,2025,https://powermin.gov.in/en/content/interconnection-neighbouring-countries,-,The Ministry of Power of the government of India mentions that the power transfer between Bhutan and India by 2024-2025 is expected to increase to 4200 MW. The transfer capacity is used to export electricity from Bhutan's hydro facilities. The assumed unidirectional planned capacity therefore is 4200 MW - 1980 MW = 2220 MW.,-
TRNBWAXXNAMXX,BWAXX,NAMXX,BWA,NAM,0,0,-,-,-,https://www.mdpi.com/1996-1073/16/3/1028,-,-,-
TRNBWAXXZAFXX,BWAXX,ZAFXX,BWA,ZAF,0,0,-,-,-,https://www.sapp.co.zw/interconnectors,-,-,No planned interconnector on SAPP interconnector website
TRNBWAXXZMBXX,BWAXX,ZMBXX,BWA,ZMB,300,300,400,-,-,https://www.au-pida.org/view-project/727/,-,-,Planned capacity is in reference to the ZiZaBoNa project
TRNBWAXXZWEXX,BWAXX,ZWEXX,BWA,ZWE,300,300,400,76,-,https://www.au-pida.org/view-project/727/,https://climatecompatiblegrowth.com/wp-content/uploads/Mobilising-climate-finance-for-grids-COP27.pdf,-,Planned capacity is in reference to the ZiZaBoNa project
TRNCAFXXCMRXX,CAFXX,CMRXX,CAF,CMR,0,0,-,-,-,https://www.afdb.org/fr/documents/eoi-multinational-development-central-africa-power-pool-capp-regional-pool-masterplan-cmp,-,-,-
TRNCAFXXCODXX,CAFXX,CODXX,CAF,COD,0,0,-,-,-,https://www.afdb.org/fr/documents/eoi-multinational-development-central-africa-power-pool-capp-regional-pool-masterplan-cmp,-,-,-
TRNCAFXXCOGXX,CAFXX,COGXX,CAF,COG,0,0,-,-,-,https://www.afdb.org/fr/documents/eoi-multinational-development-central-africa-power-pool-capp-regional-pool-masterplan-cmp,-,-,-
TRNCAFXXSDNXX,CAFXX,SDNXX,CAF,SDN,0,0,-,-,-,https://www.afdb.org/fr/documents/eoi-multinational-development-central-africa-power-pool-capp-regional-pool-masterplan-cmp,-,-,-
TRNCAFXXSSDXX,CAFXX,SSDXX,CAF,SSD,0,0,-,-,-,https://ewsdata.rightsindevelopment.org/files/documents/91/WB-P178891_JOZPp03.pdf,-,-,No reported concrete plans within the World Bank Report.
TRNCAFXXTCDXX,CAFXX,TCDXX,CAF,TCD,100,100,225,1024,2027,"https://projectsportal.afdb.org/dataportal/VProject/show/P-Z1-FA0-072#:~:text=In%20total%2C%20about%201%20024,Central%20Africa%27s%20priority%20integration%20projects.",https://www.enerdata.net/publications/daily-energy-news/cameroon-launches-its-1556-km-interconnection-project-chad.html,-,-
TRNCANABCANBC,CANAB,CANBC,CAN,CAN,0,0,-,-,-,https://www.bchydro.com/content/dam/BCHydro/customer-portal/documents/corporate/suppliers/transmission-system/maps/transplt-Default-001.pdf,-,-,No new planned lines visible on BC hydro transmission map.
TRNCANABCANNO,CANAB,CANNO,CAN,CAN,0,0,-,-,-,https://www.bchydro.com/content/dam/BCHydro/customer-portal/documents/corporate/suppliers/transmission-system/maps/transplt-Default-001.pdf,-,-,No mentioning of existing/new lines between Alberta and the Northern provinces in AESO Long-term Transmission Plan 2022.
TRNCANABCANSK,CANAB,CANSK,CAN,CAN,0,0,-,-,-,https://www.aeso.ca/assets/Uploads/grid/ltp/AESO-2022-Long-term-Transmission-Plan.pdf,-,-,No mentioning of new lines between Alberta and Saskatchewan in AESO Long-term Transmission Plan 2022.
TRNCANABUSAGW,CANAB,USAGW,CAN,USA,0,0,-,-,-,https://www.aeso.ca/assets/Uploads/grid/ltp/AESO-2022-Long-term-Transmission-Plan.pdf,-,-,No mentioning of existing or new lines with USA in AESO Long-term Transmission Plan 2022.
TRNCANABUSANW,CANAB,USANW,CAN,USA,0,0,-,-,-,https://www.aeso.ca/assets/Uploads/grid/ltp/AESO-2022-Long-term-Transmission-Plan.pdf,-,-,No mentioning of new lines with USA in AESO Long-term Transmission Plan 2022.
TRNCANABUSAWA,CANAB,USAWA,CAN,USA,0,0,-,-,-,https://www.aeso.ca/assets/Uploads/grid/ltp/AESO-2022-Long-term-Transmission-Plan.pdf,-,-,No mentioning of existing or new lines with USA in AESO Long-term Transmission Plan 2022.
TRNCANABUSAWW,CANAB,USAWW,CAN,USA,0,0,-,-,-,https://www.aeso.ca/assets/Uploads/grid/ltp/AESO-2022-Long-term-Transmission-Plan.pdf,-,-,No mentioning of existing or new lines with USA in AESO Long-term Transmission Plan 2022.
TRNCANARCANNL,CANAR,CANNL,CAN,CAN,0,0,-,-,-,-,-,-,No further plans found for expansion beyond the currently operational Maritime link.
TRNCANARCANQC,CANAR,CANQC,CAN,CAN,0,0,-,-,-,https://atlantic.ctvnews.ca/nb-power-says-bringing-electricity-via-atlantic-loop-could-be-cost-prohibitive-1.6506988,https://www.cbc.ca/news/canada/nova-scotia/clean-power-plan-abandons-atlantic-loop-1.6992765,-,Additional transmission links between New Brunswick and Quebec are considered but recent comments from NB-power have indicated that the costs are considered as too high as of now so no concrete plans for the forseeable future.
TRNCANARUSAIS,CANAR,USAIS,CAN,USA,0,0,-,-,-,https://www.iso-ne.com/static-assets/documents/2020/04/new-england-geographic-diagram-transmission-planning.pdf,-,-,No planned lines shown on ISO-NE transmission map.
TRNCANBCCANNO,CANBC,CANNO,CAN,CAN,0,0,-,-,-,https://www.bchydro.com/content/dam/BCHydro/customer-portal/documents/corporate/suppliers/transmission-system/maps/transplt-Default-001.pdf,-,-,No existing/new planned lines visible on BC hydro transmission map.
TRNCANBCUSAAA,CANBC,USAAA,CAN,USA,0,0,-,-,-,https://www.bchydro.com/content/dam/BCHydro/customer-portal/documents/corporate/suppliers/transmission-system/maps/transplt-Default-001.pdf,-,-,"No mentioning of planned lines between BC and the Washington, Idaho, Montana area. Also not visible on BC hydro transmission map."
TRNCANBCUSAAK,CANBC,USAAK,CAN,USA,0,0,-,-,-,https://www.bchydro.com/content/dam/BCHydro/customer-portal/documents/corporate/suppliers/transmission-system/maps/transplt-Default-001.pdf,-,-,No existing/planned lines shown on BC Hydro transmission map.
TRNCANBCUSABP,CANBC,USABP,CAN,USA,0,0,-,-,-,https://www.bpa.gov/-/media/Aep/transmission/attachment-k/2022-bpa-transmission-plan.pdf,https://www.bchydro.com/content/dam/BCHydro/customer-portal/documents/corporate/suppliers/transmission-system/maps/transplt-Default-001.pdf,-,"No mentioning of planned lines between BC and the Washington, Idaho, Montana area. Also not visible on BC hydro transmission map."
TRNCANBCUSADO,CANBC,USADO,CAN,USA,0,0,-,-,-,https://www.bchydro.com/content/dam/BCHydro/customer-portal/documents/corporate/suppliers/transmission-system/maps/transplt-Default-001.pdf,-,-,"No mentioning of planned lines between BC and the Washington, Idaho, Montana area. Also not visible on BC hydro transmission map."
TRNCANBCUSAPI,CANBC,USAPI,CAN,USA,0,0,-,-,-,https://www.bchydro.com/content/dam/BCHydro/customer-portal/documents/corporate/suppliers/transmission-system/maps/transplt-Default-001.pdf,-,-,"No mentioning of planned lines between BC and the Washington, Idaho, Montana area. Also not visible on BC hydro transmission map."
TRNCANMBCANNO,CANMB,CANNO,CAN,CAN,0,0,-,-,-,https://www.hydro.mb.ca/docs/projects/facilities_map.pdf,-,-,No existing/new planned lines visible on Manitoba hydro transmission map.
